section;domaine;score;titre;auteurs;pays_africains;revue;date;type;doi;lien_pdf;lien_page;source
2;social;6;Land Governance Challenges and Informal Urban Expansion in Malawi's Secondary Cities: A Spatial Analysis of Mzuzu;Japhet Khendlo;;Preprints.org;2026-09-10;preprint;https://doi.org/10.20944/preprints202609.0811.v1;;https://doi.org/10.20944/preprints202609.0811.v1;OpenAlex
2;social;6;Oye Gureje: shaping robust mental health services across Africa;Jules Morgan;;The Lancet Psychiatry;2026-09-09;article;https://doi.org/10.1016/s2215-0366(26)00230-0;;https://doi.org/10.1016/s2215-0366(26)00230-0;OpenAlex
2;social;6;Parental Anxiety and Stress in the Novel, The Vendor of Sweets;Kusuma M.;;Journal of Psychology and Social Sciences;2026-09-22;article;https://doi.org/10.61994/jpss.v4i4.2138;https://jurnal.dokicti.org/index.php/JPSS/article/download/2138/1358;https://doi.org/10.61994/jpss.v4i4.2138;OpenAlex
2;social;6;The Production Process of Gold Mining, Corruption, Weak Regulatory Institutions, and Development in Cameroon;"J. Ndumbe Anyu; Samuel Belsham Moki";;Advances in Social Sciences Research Journal;2026-09-21;article;https://doi.org/10.14738/assrj.1309.12206;https://scholarpublishing.org/journals/index.php/ASSRJ/article/download/12206/12310;https://doi.org/10.14738/assrj.1309.12206;OpenAlex
2;social;6;‘Bump them up! Just give them a chance!’ Gender, Ethos and Collective Filmmaking in South Africa;"Patricia Caillé; Anna-Marie Jansen van Vuuren";;Nouveaux cahiers de Marge;2026-09-24;article;https://doi.org/10.35562/marge.1384;;https://doi.org/10.35562/marge.1384;OpenAlex
2;social;5;A recurrent rapid North Atlantic transport pathway facilitates Saharan dust delivery to the Arctic;"Denghui Ji; Xiaoyu Sun; Justus Notholt";;;2026-09-21;preprint;https://doi.org/10.5194/egusphere-2026-5182;https://egusphere.copernicus.org/preprints/2026/egusphere-2026-5182/egusphere-2026-5182.pdf;https://doi.org/10.5194/egusphere-2026-5182;OpenAlex
2;social;5;Advances in automated governance: Mitigating operational and systemic risks in multi-country delivery networks;"Ngonadi Uchechi; Michael Ominyi; Cyril Chimelie Anichukwueze; Blessing Chika Jones";;Gulf Journal of Advance Business Research;2026-09-09;article;https://doi.org/10.51594/gjabr.v4i4.218;https://www.fegulf.com/index.php/gjabr/article/download/218/235;https://doi.org/10.51594/gjabr.v4i4.218;OpenAlex
2;social;5;Colorism and the Moroccan COMPLEX(ION), Qahwi/Qahwia: Gender, Class, and the Rise of a Moroccan Social Media Slur;"Moussaab Nejd; OUIAM OUSMOUGUEN";;;2026-09-24;preprint;https://doi.org/10.33767/osf.io/zd5vk_v1;;https://doi.org/10.33767/osf.io/zd5vk_v1;OpenAlex
2;social;5;Forced migration in Africa: a challenge to development;Egide Rwamatwara;;University of Vienna;2026-09-09;article;https://doi.org/10.25365/phaidra.1072_08;;https://doi.org/10.25365/phaidra.1072_08;OpenAlex
2;social;5;From Proposal to Practice: The Evolution of the International Anti-Corruption Court Movement;"Thabang Moloi; Ruth Kolevsohn";;Strategic Review for Southern Africa;2026-09-14;article;https://doi.org/10.35293/srsa.v48i1.7479;https://upjournals.up.ac.za/index.php/strategic_review/article/download/7479/5341;https://doi.org/10.35293/srsa.v48i1.7479;OpenAlex
2;social;5;From Regional to Global: Transfer Learning for Atmospheric Transport Emulators;"Jeff Clark; Elena Fillola; Nawid Keshtmand; Raul Santos-Rodriguez; M. J. Rigby";;arXiv (Cornell University);2026-09-20;preprint;https://doi.org/10.48550/arxiv.2609.23838;https://arxiv.org/pdf/2609.23838;https://arxiv.org/abs/2609.23838;OpenAlex
2;social;5;G20 AFRICAN UNION MEMBERSHIP AND ITS IMPLICATIONS FOR GLOBAL ECONOMIC GOVERNANCE;Vimal Kar Rai;;ShodhSamajik Journal of Social Studies;2026-09-15;article;https://doi.org/10.29121/shodhsamajik.v3.i2.2026.158;https://shodhsamajik.com/shodhsamajik/article/download/158/184;https://doi.org/10.29121/shodhsamajik.v3.i2.2026.158;OpenAlex
2;social;5;Gender, Voice and Linguistic Agency in Cameroonian Women’s writing: A Study of Margaret Afuh’s Born before her time and Sarah Anyang Agbor’s Echoes within;Manjo Gladys Bimeh;;Global Academic Journal of Linguistics and Literature;2026-09-09;article;https://doi.org/10.36348/gajll.2026.v08i05.001;https://www.gajrc.com/media/articles/GAJLL_85_101-108.pdf;https://doi.org/10.36348/gajll.2026.v08i05.001;OpenAlex
2;social;5;Mental Health Promotion Among Black, Caribbean, and African Immigrants in Canada: Protocol for a Scoping Review.;"Noah Boakye-Yiadom; Rita Yembilah; Bukola O. Salami";;PubMed;2026-09-04;article;https://doi.org/10.2196/88586;;https://pubmed.ncbi.nlm.nih.gov/42696711;OpenAlex
2;social;5;Pathways to Mental Health Care: A Narrative Review of Psychiatric, Traditional and Faith-based Healing Outcomes in African Communities;"Oladapo Fatimah Abidemi; Olanrewaju Kolawole; Sunmisola V. Eweje; Busari Hammed A.; Lamina Ifeoluwa Ayotunde; Jagun Aisha; Agbor Precious; Akinjare David Ayomide; Benyeogor Goodwill";;;2026-09-10;review;https://doi.org/10.13140/rg.2.2.13353.35689;;https://doi.org/10.13140/rg.2.2.13353.35689;OpenAlex
2;social;5;Structural Transformation, Productivity Growth, and Sustainable Development in Emerging Economies;"Aamir Sohail; Mamoona Altaf; Ayesha Rasheed; Sidra Mariyam; Saira Baloch";;Inverge Journal of Social Sciences;2026-09-19;article;https://doi.org/10.63544/ijss.v5i5.336;https://invergejournals.com/index.php/ijss/article/download/336/580;https://doi.org/10.63544/ijss.v5i5.336;OpenAlex
2;social;5;Technological transport-adjusted environmental Kuznets curve dynamics: New insights for global carbon emission mitigation;"Muhammad Javeed Akhter; Nabila Asghar; Hafeez ur Rehman; Muhammad Asif Amjad";;International Journal of Business and Economic Studies;2026-09-11;article;https://doi.org/10.54821/bes.1936752;https://dergipark.org.tr/en/download/article-file/5943609;https://doi.org/10.54821/bes.1936752;OpenAlex
2;social;4;Bamboo for Climate-Resilient Livelihoods: Lessons from Ethiopia's Bamboo Development From Groves to Green Jobs: Innovative Bamboo Business Models and Policy Pathways for Climate-Resilient Youth Employment in Africa;Zenebe Mekonnen;;;2026-09-16;article;https://doi.org/10.13140/rg.2.2.30679.43680;;https://doi.org/10.13140/rg.2.2.30679.43680;OpenAlex
2;social;4;Between Mandate and Mission: Bureaucratic Governance, Institutional Autonomy, and Digital Transformation in Algerian Higher Education and Research;Youcef J-T. Zidane;;;2026-09-24;article;https://doi.org/10.13140/rg.2.2.10733.55525;;https://doi.org/10.13140/rg.2.2.10733.55525;OpenAlex
2;social;4;Decolonizing Digital Platforms: Post‑ and Decolonial Critiques of North-South Power, Inequality, and Social Transformation in the 21st Century;"Bahram Kazemian; Shafigeh Mohammadian";;Research Square;2026-09-11;preprint;https://doi.org/10.21203/rs.3.rs-10750564/v1;https://www.researchsquare.com/article/rs-10750564/latest.pdf;https://doi.org/10.21203/rs.3.rs-10750564/v1;OpenAlex
2;social;4;Digital Governance in Algerian Higher Education and Research Institutions: A Comparative Analysis of Infrastructure, Barriers, and Strategic Priorities;Youcef J-T. Zidane;;;2026-09-24;article;https://doi.org/10.13140/rg.2.2.14088.99845;;https://doi.org/10.13140/rg.2.2.14088.99845;OpenAlex
2;social;4;"Environmental, social and governance (ESG) emerging trends in the Middle East and North Africa (MENA) region; reflections from senior practitioners";"Andrew Mackenzie; Matthew Brown";;Management & Sustainability An Arab Review;2026-09-09;article;https://doi.org/10.1108/msar-08-2025-0312;;https://doi.org/10.1108/msar-08-2025-0312;OpenAlex
2;social;4;Event-Related Changes in Personality Traits, Life Satisfaction, and Mental Health: Evidence from a 4-Year Longitudinal Study in sub-Saharan Africa;"Peter Haehner; Tracey-Ann Adonis; Stephen Asatsa; Maria Florence; Tasneem Hassem; Daniel V. Hofmann; Christopher J Hopwood; Marie Kura; Sumaya Laher; Luzelle Naudé; Elizabeth N. Shino; Selma N Uugwanga; Amber G Thalmayer";;;2026-09-24;article;https://doi.org/10.13140/rg.2.2.36109.09440;;https://doi.org/10.13140/rg.2.2.36109.09440;OpenAlex
2;social;4;Governance of Mangrove Conservation in the Democratic Republic of Congo: Pathways Toward Participatory and Climate-Finance Opportunities Management of the Parc Marin des Mangroves;Elie Nsimba Ngembo;;;2026-09-11;article;https://doi.org/10.13140/rg.2.2.34670.57923;;https://doi.org/10.13140/rg.2.2.34670.57923;OpenAlex
2;social;4;Introduction: African migrations.;Veronika Bilger (Department of African Studies, Faculty of Philological and Cultural Studies, University of Vienna);;University of Vienna;2026-09-09;article;https://doi.org/10.25365/phaidra.1072_01;;https://doi.org/10.25365/phaidra.1072_01;OpenAlex
2;social;4;Practical Fairness Constraints in Credit Scoring for Unbanked Populations: A Pareto-Optimal Analysis of Gender and Intersectional Disparities;"Muadh Olamilekan Abdullateef; Nguyen Anh Van Trang";;Research Square;2026-09-04;preprint;https://doi.org/10.21203/rs.3.rs-10842030/v1;https://www.researchsquare.com/article/rs-10842030/latest.pdf;https://doi.org/10.21203/rs.3.rs-10842030/v1;OpenAlex
2;social;4;Research Ethics Committees, Community Engagement, and Artificial Intelligence: A Systematic Review of Readiness, Capacity, and Governance in Africa. (Preprint);"Sidney Sangong; Oluwaseun Adebayo Adewunmi; Basile Njei; Luchuo Engelbert Bain";;;2026-09-09;preprint;https://doi.org/10.2196/preprints.111596;;https://doi.org/10.2196/preprints.111596;OpenAlex
2;social;4;The Silent Migration Theory (Revised): Climate, Scarcity, and Geographic Access from Out-of-Africa to the Holocene;Sayantan Roy;;;2026-09-07;article;https://doi.org/10.13140/rg.2.2.16590.83527;;https://doi.org/10.13140/rg.2.2.16590.83527;OpenAlex
2;social;4;“A Tilt Between Justice and Total Depravity”: The Criminalization of Black Women and the Expansion of Carceral Space in Detroit;Bonnie Ernst;;The Journal of the Gilded Age and Progressive Era;2026-09-23;article;https://doi.org/10.1017/s1537781426101674;;https://doi.org/10.1017/s1537781426101674;OpenAlex
2;hors domaines;7;Circulation of avian influenza viruses in migratory birds in Europe and in Africa: a systematic review;"Baptiste Defaye; Maeva Lamarque; Jérôme Moreau; Thibaut Gellé; Christine Imbert; Denis Malvy; Laurence Delhaès; Aurelién Mercier; Sébastien Hantz; on the behalf of the EMERG Consortium";;Emerging Microbes & Infections;2026-09-17;review;https://doi.org/10.1080/22221751.2026.2728774;https://www.tandfonline.com/doi/pdf/10.1080/22221751.2026.2728774?needAccess=true;https://doi.org/10.1080/22221751.2026.2728774;OpenAlex
2;hors domaines;7;Toxicology service readiness across the Middle East and North Africa: a systematic review with narrative synthesis;"Waheeb Nasr Naser; Fadl Al Tairy; Wadah Musaed; Mohammed Abdurabu; Waleed Salem";;Toxicology Communications;2026-09-22;review;https://doi.org/10.1080/24734306.2026.2735511;https://www.tandfonline.com/doi/pdf/10.1080/24734306.2026.2735511?needAccess=true;https://doi.org/10.1080/24734306.2026.2735511;OpenAlex
2;hors domaines;7;A Systematic Review of β-Lactamase and Carbapenemase-Producing Escherichia coli at the Animal–Food Interface in the Middle East and North Africa;"Hamid Reza Sodagari; Ihab Habib";;Veterinary Sciences;2026-09-20;review;https://doi.org/10.3390/vetsci13090994;;https://doi.org/10.3390/vetsci13090994;OpenAlex
2;hors domaines;7;Explainable machine learning for predicting treatment outcomes in female genital schistosomiasis and HIV co-morbidity: a narrative review and translational framework;"David Chinaecherem Innocent; Rejoicing Chijindum Innocent; Increase Praise Innocent";;Frontiers in Tropical Diseases;2026-09-11;review;https://doi.org/10.3389/fitd.2026.1894145;https://www.frontiersin.org/journals/tropical-diseases/articles/10.3389/fitd.2026.1894145/pdf;https://doi.org/10.3389/fitd.2026.1894145;OpenAlex
2;hors domaines;7;Teachers and Generative AI: A Systematic Review of Adoption, Competence, Professional Development, and Socio-Technical Experiences;"Sara Ayubian; Génesis Aguilar Chávez; Ernestina Wiafe; Vajiheh Shahsavari; Nelofar Khamisani; Noor Us Subah Quidwai; Dillon Simmons; Ambyr Rios; Farhan Sadique; J. Spencer Clark";;Education Sciences;2026-09-14;review;https://doi.org/10.3390/educsci16091501;;https://doi.org/10.3390/educsci16091501;OpenAlex
2;hors domaines;7;Obstructive sleep apnoea and glucose dysregulation in type 2 diabetes: a systematic review of the literature;"Karlygash Shinalieva; Marina Ivanova; Serik Irimbetov; Telman Z. Seisembekov";;Frontiers in Medicine;2026-09-07;review;https://doi.org/10.3389/fmed.2026.1915032;https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2026.1915032/pdf;https://doi.org/10.3389/fmed.2026.1915032;OpenAlex
2;hors domaines;7;Antimicrobial Use in Dromedary Camels: Off-Label Practices, Welfare Implications, and Antimicrobial Resistance Within a One Health Framework—A Narrative Review;"Aftab Shaukat; Illahi Bakhash Marghazani; Abdulrahman A Alkheraif; Mohamed Tharwat";;Veterinary Sciences;2026-09-14;review;https://doi.org/10.3390/vetsci13090959;;https://doi.org/10.3390/vetsci13090959;OpenAlex
2;hors domaines;7;Systematic review of clinical guidance for lipid management in adults with or at risk of atherosclerotic cardiovascular disease: A global perspective;"Katherine G. Akers; Kara Nguyen; Andrew M. Frederickson; Lori D. Bash; Xuehua Ke; Shaun G. Goodman";;International Journal of Cardiology Cardiovascular Risk and Prevention;2026-09-17;review;https://doi.org/10.1016/j.ijcrp.2026.200710;https://www.sciencedirect.com/science/article/pii/S2772487526001406/pdf;https://doi.org/10.1016/j.ijcrp.2026.200710;OpenAlex
2;hors domaines;7;Systematic review of green finance and the green economy towards SDG 7: a TCCM and bibliometric analysis;"Prince Singh; Pabitra Kumar Jena; Bikash Ranjan Mishra; Bright Akwasi Gyamfi; Tania Dehury";;Humanities and Social Sciences Communications;2026-09-22;review;https://doi.org/10.1057/s41599-026-08824-2;https://www.nature.com/articles/s41599-026-08824-2_reference.pdf;https://doi.org/10.1057/s41599-026-08824-2;OpenAlex
2;hors domaines;7;Global spatiotemporal patterns of bovine mastitis pathogens from 2000 to 2025: a meta-analysis for precision dairy health;"Kai Yang; Guiqiu Hu; Zimo Pei; Meng Lan; Yu Cao; Xuanting Liu; Juxiong Liu; Dewei He; Wenjin Guo; Shoupeng Fu";;Journal of Animal Science and Biotechnology/Journal of animal science and biotechnology;2026-09-09;review;https://doi.org/10.1186/s40104-026-01488-7;https://link.springer.com/content/pdf/10.1186/s40104-026-01488-7.pdf;https://doi.org/10.1186/s40104-026-01488-7;OpenAlex
2;hors domaines;7;An updated estimate of the proportion of neurocysticercosis among people with epileptic seizures: a systematic review and Bayesian meta-analysis;"MOHAMMAD SHAH JALAL; Orane Figuet; Katrina Di Bacco; Marine Hubert; Sophie Adame; Dominik Stelzle; Andrea S. Winkler; Christine M. Budke; Hélène Carabin";;Infectious Diseases of Poverty;2026-09-10;review;https://doi.org/10.1186/s40249-026-01501-1;https://link.springer.com/content/pdf/10.1186/s40249-026-01501-1.pdf;https://doi.org/10.1186/s40249-026-01501-1;OpenAlex
2;hors domaines;7;Prevalence of Radix Entomolaris in Permanent Mandibular First Molars Among the Saudi Population: A Systematic Review and Meta-Analysis;"Muhannad M. Hakeem; Abdulmajeed Abdulaziz Baik; Badr O. Alahmadi; Abdulmajid Faisal Alyas; Radwan Algabri; Ahmed Yaseen Alqutaibi";;European Endodontic Journal;2026-09-22;review;https://doi.org/10.65717/eej.2026.26071;https://eurendodj.com/index.php/pub/article/download/439/480;https://doi.org/10.65717/eej.2026.26071;OpenAlex
2;hors domaines;6;Spatial effects of defense spending on social welfare in West Africa;Tiraogo Rodrigue Ouedraogo;;Cogent Social Sciences;2026-09-15;article;https://doi.org/10.1080/23311886.2026.2732513;;https://doi.org/10.1080/23311886.2026.2732513;OpenAlex
2;hors domaines;6;Decarbonizing Sub-Saharan Africa: the role of ESG engagement in reducing corporate carbon emissions;"Hussaini Bala; Abdulaziz S. Al Naim; Abdulrahman Alomair";;Carbon Balance and Management;2026-09-18;article;https://doi.org/10.1186/s13021-026-00510-9;;https://doi.org/10.1186/s13021-026-00510-9;OpenAlex
2;hors domaines;6;Beyond Coping: Spirituality as an Interpretive and Reparative Knowledge System Among Sub-Saharan African Immigrants in Québec;Diahara Traoré;;Religions;2026-09-24;article;https://doi.org/10.3390/rel17101121;;https://doi.org/10.3390/rel17101121;OpenAlex
2;hors domaines;6;Machine Learning-Based Reconstruction of Missing Meteorological Observations Using Reanalysis and Satellite Data in West Africa;"Marcel Jocelyn Wendemi Michaelange Toe; Belko Aboul Aziz Diallo; Adeshina Kamil Sanoussi; Valentin Ouédraogo; Samuel S. Guug; Kehinde.O. Ogunjobi; Hamadou Barro; Adolphe Avocanh; Hermann Hien; Michael Ayamba";;Atmosphere;2026-09-09;article;https://doi.org/10.3390/atmos17090884;;https://doi.org/10.3390/atmos17090884;OpenAlex
2;hors domaines;6;Emergence of Genotype 2.3.1 Multidrug-Resistant Salmonella enterica Serovar Typhi Strain, West Africa, 2021–2025;"Elisabeth Njamkepo; María Pardos de la Gándara; Carolina Silva Nodari; Alexandra Moura; François‐Xavier Weill";;Emerging infectious diseases;2026-09-21;article;https://doi.org/10.3201/eid3210.260813;;https://doi.org/10.3201/eid3210.260813;OpenAlex
2;hors domaines;6;Twenty Years of Satellite Observations Reveal a Shift in the Diurnal Trend of Dust Optical Depth Over West Africa;"Xiaohan Li; Paul A. Ginoux";;Geophysical Research Letters;2026-09-11;article;https://doi.org/10.1029/2026gl124267;https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2026GL124267;https://doi.org/10.1029/2026gl124267;OpenAlex
2;hors domaines;6;Differential glycosylation in the envelope glycoprotein enhances DC-SIGN-mediated cell entry of the West African Ebolavirus Makona;"Juan García-Bernalt Diego; Fátima Lasala; Joanna Luczkowiak; Clara Delaunay; María A. Noriega; Óscar Malvar; Michel Thépaut; Gonzalo Rivas; Franck Fieschi; Ángeles Canales; José M. Casasnovas; Rafael Delgado";;Emerging Microbes & Infections;2026-09-22;article;https://doi.org/10.1080/22221751.2026.2732697;https://www.tandfonline.com/doi/pdf/10.1080/22221751.2026.2732697?needAccess=true;https://doi.org/10.1080/22221751.2026.2732697;OpenAlex
2;hors domaines;6;Association between male absence and women’s reproductive autonomy in sub-Saharan Africa: A cross-sectional analysis of Demographic and Health Survey Data;"Alex Bawuah; Ruth O. Ejiwale; Sylvester Reuben Okeke; Deborah Oluwatosin Okeke-Obayemi; Sanni Yaya";;PLOS Global Public Health;2026-09-15;article;https://doi.org/10.1371/journal.pgph.0007255;;https://doi.org/10.1371/journal.pgph.0007255;OpenAlex
2;hors domaines;6;China’s Tariff “Zeroing” toward Africa: Trajectory, Considerations, and Prospects — A Study from an African Perspective;Kaze Armel;;Chinese Journal of International Review;2026-09-04;article;https://doi.org/10.1142/s2630531326500125;;https://doi.org/10.1142/s2630531326500125;OpenAlex
2;hors domaines;6;Wildfire exposure and political participation in Africa;"Siyuan Chen; Michael Akwasi Appiah-Kubi; Lina Meng; Pengfei Liu; Lu Lin";;Nature Communications;2026-09-12;article;https://doi.org/10.1038/s41467-026-77404-4;https://www.nature.com/articles/s41467-026-77404-4_reference.pdf;https://doi.org/10.1038/s41467-026-77404-4;OpenAlex
2;hors domaines;6;Transcriptional architecture of African swine fever virus;"Guiqian Wang; Pengfei Li; Xinglin He; Hua Cao; Ahmed H. Ghonaim; Shengnan Ruan; Xuexiang Yu; Jiaru Zhou; Hongmei Zhu; Mengjia Zhang; Anan Jongkaewwattana; Guiqing Peng; Qigai He; Wentao Li";;PLoS Pathogens;2026-09-23;article;https://doi.org/10.1371/journal.ppat.1014617;https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1014617&type=printable;https://doi.org/10.1371/journal.ppat.1014617;OpenAlex
2;hors domaines;6;The Impact of China in the Perspectives of Structural Transformation of Africa;Artur Colom Jaén;;Cadernos de Estudos Africanos;2026-09-07;article;https://doi.org/10.15847/cea51.49263;https://revistas.rcaap.pt/cea/article/download/49263/32916;https://doi.org/10.15847/cea51.49263;OpenAlex
2;hors domaines;6;Underrepresentation of African surveillance data in global arbovirus modeling;Rosheen Mthawanji;;Frontiers in Tropical Diseases;2026-09-24;article;https://doi.org/10.3389/fitd.2026.1894025;;https://doi.org/10.3389/fitd.2026.1894025;OpenAlex
2;hors domaines;6;African swine fever control in the context of endemic persistence;"Susanne Küker; Dirk U. Pfeiffer; Ulrich Kihm; Patrik Buholzer";;Frontiers in Veterinary Science;2026-09-10;article;https://doi.org/10.3389/fvets.2026.1891840;https://www.frontiersin.org/journals/veterinary-science/articles/10.3389/fvets.2026.1891840/pdf;https://doi.org/10.3389/fvets.2026.1891840;OpenAlex
2;hors domaines;6;Behind the Scenes: The ‘Angolan Geological Mission’ (1921–2026) and the Geological Mapping of Africa;"José Manuel Brandão; Pedro M. Callapez; Fernando Carlos Lopes";;Geosciences;2026-09-23;article;https://doi.org/10.3390/geosciences16100388;;https://doi.org/10.3390/geosciences16100388;OpenAlex
2;hors domaines;6;‘PePApipe’: A complete bioinformatics analysis pipeline for African Swine Fever Virus genome;"Vicente Lopez-Chavarrias; Irene Aldea; Jovita Fernández-Piñero";;PLoS ONE;2026-09-10;article;https://doi.org/10.1371/journal.pone.0356006;https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0356006&type=printable;https://doi.org/10.1371/journal.pone.0356006;OpenAlex
2;hors domaines;6;Spatial spillovers and quantile heterogeneity: Rethinking regional policy for subnational convergence in Africa;"Karim Nchare; Selene Yandan Wang";;Regional Science Policy & Practice;2026-09-10;article;https://doi.org/10.1016/j.rspp.2026.100346;https://www.sciencedirect.com/science/article/pii/S1757780226000673/pdf;https://doi.org/10.1016/j.rspp.2026.100346;OpenAlex
2;hors domaines;6;Comparative lipidomic profiling of African trypanosomes reveals metabolic distinctions impacting pan-species drug development;"Emily A. Dickie; Stefan K. Weidt; Jennifer Haggarty; Gavin J. Blackburn; Mary K. Doherty; Ryan Ritchie; Edith Paxton; Simon Young; Phillip D. Whitfield; Terry Smith; Liam J. Morrison; Michael P. Barrett; Pieter C. Steketee";;PLoS neglected tropical diseases;2026-09-24;article;https://doi.org/10.1371/journal.pntd.0014771;;https://doi.org/10.1371/journal.pntd.0014771;OpenAlex
2;hors domaines;6;The impact of economic growth, foreign direct investment, and trade openness on environmental quality in Africa;"Ishiaka Adamu; Sirajuddin Arabzada; Fajar Hirawan";;Croatian Operational Research Review;2026-09-21;article;https://doi.org/10.17535/crorr.2027.0006;;https://doi.org/10.17535/crorr.2027.0006;OpenAlex
2;hors domaines;6;Molecular Characterisation of the Romanian African Swine Fever Virus p72 and B602L Genetic Markers;"Maria Rodica Gurău; Georgeta Ștefan; Alexandru Gligor; Sonia-Lucreția Beșleagă; Florica Bărbuceanu; Stelian Bărăităreanu; Elena Negru; Doru Valentin Hristescu; Vlad B. Vuta; Monica Muțiu; Daniel Nicolae Donescu; I. Iancu; Viorel Herman; L. Costinar; Corina Pascu; Doina Daneș";;Veterinary Sciences;2026-09-22;article;https://doi.org/10.3390/vetsci13100997;;https://doi.org/10.3390/vetsci13100997;OpenAlex
2;hors domaines;6;A859L Plays a Critical Role in Facilitating Efficient African Swine Fever Virus Replication;"Xiangtao Zhu; Hongyu Yan; Wanhui Zhou; Haiyu Su; Xiumei Huang; Chongxian Deng; Yuxing Li; Yali Wang; Yanyan Chang; Wenping Yang; Haixue Zheng";;Viruses;2026-09-24;article;https://doi.org/10.3390/v18101059;;https://doi.org/10.3390/v18101059;OpenAlex
2;hors domaines;6;Evidence-informed trial recruitment planning: an integrative review of infectious disease trials in Africa;"Kevin E. Cevasco; Courtney Pyche; Samantha Andritsch; Kelsey Ngo; Alexandra G. Fulda; Michael E. von Fricken";;Trials;2026-09-18;article;https://doi.org/10.1186/s13063-026-10000-5;;https://doi.org/10.1186/s13063-026-10000-5;OpenAlex
2;hors domaines;6;Analysis of tuberculosis prevalence surveys in Africa: evidence to change the status quo in case finding;"Joia S. Mukherjee; Melino Ndayizigye; Carissa Lee; Matthew Gilmore; Sirine Benali; Llang Maama; Afom T. Andom";;Frontiers in Public Health;2026-09-24;article;https://doi.org/10.3389/fpubh.2026.1941743;;https://doi.org/10.3389/fpubh.2026.1941743;OpenAlex
2;hors domaines;6;Multi-laboratory proficiency assessment for molecular and serological diagnosis of classical and African swine fever in the Americas;"Chukwunonso Onyilagha; Orie Hochman; Gabriel Brawerman; Kalhari Bandara Goonewardene; Aruna Ambagala";;Frontiers in Veterinary Science;2026-09-23;article;https://doi.org/10.3389/fvets.2026.1874382;https://www.frontiersin.org/journals/veterinary-science/articles/10.3389/fvets.2026.1874382/pdf;https://doi.org/10.3389/fvets.2026.1874382;OpenAlex
2;hors domaines;6;Environmental Management and Monitoring in African Ports: An Exploratory Practitioner-Based Self-Diagnosis and Research Agenda;"Martí Puig; Oscar Gonzalez‐Fernandez; Chris Wooldridge; Rosa Maria Darbra Roman";;World;2026-09-10;article;https://doi.org/10.3390/world7090158;;https://doi.org/10.3390/world7090158;OpenAlex
2;hors domaines;6;The multi-pronged entry of African swine fever virus: from host factors to therapeutic targets;"Jiaqi Li; Chuanxia Liu; Weitao Huang; Yibing Wang; Li Huang; Changjiang Weng";;Journal of Virology;2026-09-23;article;https://doi.org/10.1128/jvi.00924-26;;https://doi.org/10.1128/jvi.00924-26;OpenAlex
2;hors domaines;6;Germline Genomic and DNA Methylation Differences Between MGUS and Multiple Myeloma Among Patients of African Ancestry;"Jing Han; Hongfei Liu; Shahram Arsang-Jang; Zongli Xu; Kelly E. Rentscher; Angela Mathison; Mike Tschannen; Fumou Sun; Paul L. Auer; Sarah L. Kerns; Parameswaran Hari; Binod Dhakal; Siegfried Janz; Victor X. Jin; Raul Urrutia; Anita D’souza; Jing Dong";;Cells;2026-09-22;article;https://doi.org/10.3390/cells15191722;;https://doi.org/10.3390/cells15191722;OpenAlex
2;hors domaines;6;African swine fever virus pMGF110-9L plays a critical role in the integrated stress response and viral pathogenesis;"Shuai Fan; Han Zhong; Dan Li; Jing Zhang; Yuhang Zhang; Man Hu; Wen-Rui He; Bo Wan; Zixiang Zhu; Shichong Han; Haixue Zheng; Gaiping Zhang";;Journal of Virology;2026-09-08;article;https://doi.org/10.1128/jvi.01080-26;;https://doi.org/10.1128/jvi.01080-26;OpenAlex
2;hors domaines;6;Transformation and Sustainable Development of China’s Pig Industry in the Post-African Swine Fever Era: A One Health Perspective;"Ting Lin; Zengyong Zhu; Keyi Duan; Yakun Huang";;Veterinary Sciences;2026-09-14;article;https://doi.org/10.3390/vetsci13090960;;https://doi.org/10.3390/vetsci13090960;OpenAlex
2;hors domaines;6;Propylene glycol maintains the virucidal efficacy of disinfectants at sub-zero temperatures: implications for African swine fever biosecurity;"Małgorzata Juszkiewicz; Marek Walczak; Grzegorz Woźniakowski; Sandra Lasota; Katarzyna Podgórska";;BMC Veterinary Research;2026-09-08;article;https://doi.org/10.1186/s12917-026-05857-2;;https://doi.org/10.1186/s12917-026-05857-2;OpenAlex
2;hors domaines;6;African Swine Fever Virus DP71L Protein Inhibits Dextran Sulfate Sodium (DSS)-Induced Murine Colitis;"Xiaofeng Nian; Zhiyu Li; Yonghua Ma; Zifan Wang; Zilin Qiao; ZhaXi YingPai; Weiwei Chai; Xiaofang Luo; Penghui Guo";;Viruses;2026-09-14;article;https://doi.org/10.3390/v18091016;;https://doi.org/10.3390/v18091016;OpenAlex
